"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Administering IC","Application ID","Award Notice Date","Opportunity Number","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Total Cost IC",
"No NIH Category available"," ","Aging-Related Biomarkers of Neurocognitive Function in Long-term Hodgkin Lymphoma Survivors","Project NarrativeDespite having no therapy directed to the brain many childhood cancer survivors experience treatment-relatedmorbidities including cancer-related neurocognitive impairment decades after treatment. Understanding thebiological mechanisms driving long-term neurocognitive impairment would identify high-risk groups and informon potential interventions to prevent or alleviate symptoms. Therefore we propose to study several potentialaging-related biomarkers and their associations with neurocognitive impairment and decline over time in long-term survivors of Hodgkin lymphoma.","12481717","WILLIAMS, ANNALYNN ","Not Applicable","25","SURGERY","041294109","F27KDXZMF9Y8","041294109","F27KDXZMF9Y8","US","43.131774","-77.63546","7047101","UNIVERSITY OF ROCHESTER","ROCHESTER","NY","SCHOOL OF MEDICINE & DENTISTRY","146113847","UNITED STATES","N","7/1/2024 12:00:00 AM","6/30/2025 12:00:00 AM","393","Non-SBIR/STTR","2024","249000"," ","NCI","161688","87312"," ","NCI","10876288","7/31/2024 12:00:00 AM","RFA-CA-20-014","5R00CA256356-05","5","R00","CA","256356","05"," ","GUIDA, JENNIFER LYN","1/3/2021 12:00:00 AM","6/30/2025 12:00:00 AM","ZCA1-RTRB-U(O1)"," ","249000",
"No NIH Category available"," ","Biobehavioral Oncology Training Program","PROJECT NARRATIVEThis proposal describes a new NCI-supported postdoctoral Biobehavioral Oncology Training (BBOT) Programwith a cross cutting theme of cancer disparities. This transdisciplinary training program in the biobehavioralaspects of cancer prevention control and treatment response addresses 1) the biology of stress and disparitiesand 2) social determinants of health behavior and outcomes. Through outstanding mentorship research andtraining experiences the goal of the BBOT Program is to prepare the next generation of biobehavioral oncologyresearchers for successful research careers devoted to ameliorating disparities in cancer health outcomes.","6807390","STOLLEY, MELINDA R","KNIGHT, JENNIFER MARY","04","INTERNAL MEDICINE/MEDICINE","937639060","E8VWJXMMUQ67","937639060","E8VWJXMMUQ67","US","43.04575","-88.020374","46001","MEDICAL COLLEGE OF WISCONSIN","MILWAUKEE","WI","SCHOOLS OF MEDICINE","532263548","UNITED STATES","N","7/1/2024 12:00:00 AM","6/30/2025 12:00:00 AM","398","Training, Institutional","2024","366411"," ","NCI","341492","24919"," ","NCI","10874751","6/28/2024 12:00:00 AM","PA-20-142","5T32CA269115-02","5","T32","CA","269115","02"," ","BOULANGER-ESPEUT, CORINNE A","7/1/2023 12:00:00 AM","6/30/2028 12:00:00 AM","Institutional Training and Education Study Section (F)[NCI-F]"," ","366411",
"No NIH Category available"," ","The St. Jude Lifetime Cohort","Relevance StatementThe number of pediatric cancer survivors in the U.S is approaching 500000. Because thesesurvivors experience various complications and comorbidities related to their malignancy andtreatment there is a need for research to evaluate the influence of patient-specific demographicand genetic factors premorbid and comorbid conditions health behaviors and aging on cancertreatment-related toxicity. The St. Jude Lifetime Cohort is providing new insights into the risksand underlying pathophysiology of adverse long-term effects providing possible targets forintervention in this high-risk population.","6684850","HUDSON, MELISSA M","NESS, KIRSTEN KIMBERLIE","09","Unavailable","067717892","JL4JHE9SDRR3","067717892","JL4JHE9SDRR3","US","35.155607","-90.045279","7893501","ST. JUDE CHILDREN'S RESEARCH HOSPITAL","MEMPHIS","TN","Independent Hospitals","381053678","UNITED STATES","N","7/1/2024 12:00:00 AM","6/30/2025 12:00:00 AM","393","Non-SBIR/STTR","2024","1236790"," ","NCI","689019","547771"," ","NCI","10873924","7/3/2024 12:00:00 AM","PAR-17-233","5U01CA195547-10","5","U01","CA","195547","10"," ","SHELBURNE, NONNIEKAYE F","7/9/2015 12:00:00 AM","6/30/2025 12:00:00 AM","ZCA1-RTRB-U(O1)"," ","1236790",
"No NIH Category available"," ","Using a SMART design to evaluate remotely delivered culturally tailored weight loss interventions among Latina breast cancer survivors","PROJECT NARRATIVECancer is the leading cause of death among Latinos and among Latinas breast cancer is the leading cause ofcancer death. Latinas are a population at high risk of obesity diabetes and other cardiometaboliccomorbidities which are associated with poorer breast cancer outcomes. We will test adaptive interventions toidentify the most effective multi-component home-based online culturally-tailored weight loss adaptiveintervention in Latina breast cancer survivors.","6771929","GREENLEE, HEATHER ","Not Applicable","07","Unavailable","806433145","TJFZLPP6NYL6","806433145","TJFZLPP6NYL6","US","47.626482","-122.329606","10068583","FRED HUTCHINSON CANCER CENTER","SEATTLE","WA","Other Domestic Non-Profits","981094433","UNITED STATES","N","7/1/2024 12:00:00 AM","6/30/2025 12:00:00 AM","394","Non-SBIR/STTR","2024","696497"," ","NCI","395737","300760"," ","NCI","10873685","6/13/2024 12:00:00 AM","PAR-21-035","5R01CA270441-02","5","R01","CA","270441","02"," ","AGURS-COLLINS, TANYA","7/1/2023 12:00:00 AM","6/30/2028 12:00:00 AM","Lifestyle Change and Behavioral Health Study Section[LCBH]"," ","696497",
"No NIH Category available"," ","Community Outreach and Engagment","PROJECT NARRATIVEPer PAR-21-321 instructions this component is not required.","6200685","TRENTHAM-DIETZ, AMY ","Not Applicable","02","Unavailable","161202122","LCLSJAGTNZQ7","161202122","LCLSJAGTNZQ7","US","43.068519","-89.400858","578503","UNIVERSITY OF WISCONSIN-MADISON","MADISON","WI","Domestic Higher Education","537151218","UNITED STATES","N","4/1/2024 12:00:00 AM","3/31/2025 12:00:00 AM"," ","Research Centers","2024"," ","236596"," ","152152","84444"," ","NCI","10873046","8/28/2024 12:00:00 AM","PAR-21-321","5P30CA014520-50","5","P30","CA","014520","50"," "," ","4/25/1997 12:00:00 AM","3/31/2028 12:00:00 AM","Cancer Centers Study Section (A)[NCI-A]","9855"," ",
"No NIH Category available"," ","Cancer Prevention and Control","PROJECT NARRATIVEPer PAR-21-321 instructions this component is not required.","6564950","AHMAD, NIHAL ","Not Applicable","02","Unavailable","161202122","LCLSJAGTNZQ7","161202122","LCLSJAGTNZQ7","US","43.068519","-89.400858","578503","UNIVERSITY OF WISCONSIN-MADISON","MADISON","WI","Domestic Higher Education","537151218","UNITED STATES","N","4/1/2024 12:00:00 AM","3/31/2025 12:00:00 AM"," ","Research Centers","2024"," ","99420"," ","63936","35484"," ","NCI","10873016","8/28/2024 12:00:00 AM","PAR-21-321","5P30CA014520-50","5","P30","CA","014520","50"," "," ","4/25/1997 12:00:00 AM","3/31/2028 12:00:00 AM","Cancer Centers Study Section (A)[NCI-A]","9849"," ",
"No NIH Category available"," ","Ethnicity and Lung Cancer Survival: A Test of the Hispanic Sociocultural Hypothesis","PROJECT NARRATIVE (PUBLIC HEALTH STATEMENT)As the leading cause of cancer death lung cancer represents the most significant cancer-related public healthchallenge in the United States. Despite significantly greater risk Hispanics patients experience a robustsurvival advantage relative to non-Hispanic Whites. This project seeks to test hypothesized socioculturalresilience factors to inform targeted intervention strategies.","7366739","RUIZ, JOHN M","HAMANN, HEIDI ANN","07","PSYCHOLOGY","806345617","ED44Y3W6P7B9","806345617","ED44Y3W6P7B9","US","32.232844","-110.959467","490201","UNIVERSITY OF ARIZONA","TUCSON","AZ","SCHOOLS OF ARTS AND SCIENCES","857210158","UNITED STATES","N","7/1/2024 12:00:00 AM","6/30/2025 12:00:00 AM","393","Non-SBIR/STTR","2024","615093"," ","NCI","455322","159771"," ","NCI","10872134","7/1/2024 12:00:00 AM","PA-20-185","5R01CA262719-04","5","R01","CA","262719","04"," ","GUIDA, JENNIFER LYN","7/1/2021 12:00:00 AM","6/30/2026 12:00:00 AM","Social Psychology, Personality and Interpersonal Processes Study Section[SPIP]"," ","615093",
"No NIH Category available"," ","Acceptance and Commitment Therapy for Fear of Recurrence in Breast Cancer Survivors","PROJECT NARRATIVEFear of cancer recurrence (FCR) is a highly prevalent disruptive and under-treated problem for breast cancersurvivors. This randomized controlled trial will test the efficacy of group-based Acceptance and CommitmentTherapy compared to Cognitive Behavioral Therapy and enhanced usual care for breast cancer survivorssuffering from FCR while examining its cost-effectiveness and the mechanisms by which the intervention maywork. Study findings will guide the future care of breast cancer survivors with FCR.","10885988","JOHNS, SHELLEY A.","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","603007902","SHHBRBAPSM35","603007902; 625168166","DKNHLK3NBPH7; DL9MTNNKWYR9; GY8GKRUWM7D5; HA48EWMJFV47; HCNBFNDANNV5; HCRDU7BNPZ13; HCWTYJ7KQ4U6; HEBLAL94JHP7; NKCRSKVJBXE3; SHHBRBAPSM35; TA1NYNZ27LQ7; WJJRCLJ936C8; X51WYC1QEPD7; XNBJV454V2W1; YCJNP5NJYCY1; YW8WNKKANDR9","US","39.779213","-86.175288","577806","INDIANA UNIVERSITY INDIANAPOLIS","INDIANAPOLIS","IN","SCHOOLS OF MEDICINE","462022915","UNITED STATES","N","7/1/2024 12:00:00 AM","6/30/2025 12:00:00 AM","393","Non-SBIR/STTR","2024","617829"," ","NCI","452840","164989"," ","NCI","10872132","6/21/2024 12:00:00 AM","PAR-18-559","5R01CA255480-04","5","R01","CA","255480","04"," ","NELSON, WENDY","7/1/2021 12:00:00 AM","6/30/2025 12:00:00 AM","Clinical Management in General Care Settings Study Section[CMGC]"," ","617829",
"No NIH Category available","Age;Asian;Cancer Patient;Cancer Survivor;Cancer Survivorship;Caring;Categories;Characteristics;Collaborations;County;Data;Data Collection;Data Set;Databases;Development;Diagnosis;Female;Frequencies;Health Care Costs;High-Risk Cancer;Hispanic;Image;Incidence;Institution;Longterm Follow-up;Los Angeles;Malignant Neoplasms;Malignant neoplasm of thyroid;Michigan;Modeling;Molecular;Pacific Islander;Pathology Report;Pathway interactions;Patient Selection;Patients;Phenotype;Physicians;Policy Maker;Positioning Attribute;Positive Test Result;Precision Health;Quality of life;Recurrence;Registries;Reporting;Resources;Risk;Rural;SEER Program;Secondary to;Site;Survivors;Test Result;Testing;Time;Treatment Side Effects;Universities;Validation;Woman;cancer recurrence;cancer type;cohort;cost;evidence base;experience;health data;high risk;improved;mortality;neoplasm registry;patient oriented;population based;predictive modeling;risk prediction model;risk stratification;side effect;unnecessary treatment;young adult;young woman","Risk-stratified care for thyroid cancer survivors","Project NarrativeThe proposed study is key to reducing burden and to improving the quality of thyroid cancer survivorship. Thefindings from this study will have implications for patients physicians and policy makers with potential for apivotal change in long-term thyroid cancer surveillance.","10336915","HAYMART, MEGAN RIST","Not Applicable","06","INTERNAL MEDICINE/MEDICINE","073133571","GNJ7BBP73WE9","073133571","GNJ7BBP73WE9","US","42.275494","-83.743038","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF MEDICINE","481091276","UNITED STATES","N","4/16/2024 12:00:00 AM","3/31/2025 12:00:00 AM","393","Non-SBIR/STTR","2024","686630"," ","NCI","538132","148498"," ","NCI","10871954","4/16/2024 12:00:00 AM","PA-20-185","1R01CA281976-01A1","1","R01","CA","281976","01","A1","GALLICCHIO, LISA M","4/16/2024 12:00:00 AM","3/31/2029 12:00:00 AM","Special Emphasis Panel[ZRG1-HSS-B(90)S]"," ","686630",
"No NIH Category available"," ","Long-Term Adverse Outcomes Among Rural Cancer Survivors in a Population-Based Cohort","NARRATIVEThere are an estimated 2.8 million rural cancer survivors today and they experience lower survival rates thancancer patients living in urban areas. We propose to conduct a study of rural prostate rural breast ruralcolorectal cancer patients and comparison groups of urban cancer patients in Utah and in elderly patientsacross the US to investigate whether rural cancer survivors experience higher rates of adverse outcomes suchas cardiovascular disease diabetes opioid use disorders and mental illness than urban cancer survivors. Wewill also assess why rural cancer survivors may experience higher adverse outcome rates with possiblereasons including differences in the cancer treatment they receive or the distance to care.","6430222","HASHIBE, MIA ","Not Applicable","01","FAMILY MEDICINE","009095365","LL8GLEVH6MG3","009095365","LL8GLEVH6MG3","US","40.764542","-111.850317","514002","UNIVERSITY OF UTAH","SALT LAKE CITY","UT","SCHOOLS OF MEDICINE","841129049","UNITED STATES","N","7/1/2024 12:00:00 AM","6/30/2025 12:00:00 AM","393","Non-SBIR/STTR","2024","418355"," ","NCI","284883","133472"," ","NCI","10871894","9/17/2024 12:00:00 AM","PA-17-289","5R01CA244326-05","5","R01","CA","244326","05"," ","GALLICCHIO, LISA M","7/16/2020 12:00:00 AM","6/30/2025 12:00:00 AM","Cancer, Heart, and Sleep Epidemiology A Study Section[CHSA]"," ","418355",
"No NIH Category available"," ","Vascular image-guided optimization of response (VIGOR) to therapy in kidney cancer","Renal cell carcinoma (RCC) is usually characterized by inactivation of the von Hippel Lindau (vHL) tumorsuppressor protein promoting accumulation of Hypoxia Inducible Factor (HIF) and consequent development ofextensive vasculature which is typically immature lacks pericyte support and exhibits increased permeabilityproviding a selective therapeutic target. Vascular disrupting agents (VDAs) promise unique cancer therapy byselectively targeting these tumor-associated blood vessels leading to rapid destruction and necrosis and wehave identified a promising new molecule OXi8007 structurally inspired by lead VDAs (currently in clinicaltrials) which provides superior vessel destruction and prolonged efficacy. In combination with a newchemotherapy strategy targeting HIF-2 the recently approved thymidine kinase inhibitor cabozantinib andpotent immune checkpoint inhibitors our studies will demonstrate enhanced therapeutic efficacy againstkidney cancer to generate a translational foundation towards human applications in cancer therapy.","1968482","MASON, RALPH P.","PINNEY, KEVIN G.","30","RADIATION-DIAGNOSTIC/ONCOLOGY","800771545","YZJ6DKPM4W63","800771545","YZJ6DKPM4W63","US","32.811963","-96.837534","578404","UT SOUTHWESTERN MEDICAL CENTER","DALLAS","TX","SCHOOLS OF MEDICINE","753909105","UNITED STATES","N","7/1/2024 12:00:00 AM","6/30/2025 12:00:00 AM","395","Non-SBIR/STTR","2024","462812"," ","NCI","325944","136868"," ","NCI","10871855","6/17/2024 12:00:00 AM","PA-19-056","5R01CA244579-05","5","R01","CA","244579","05"," ","FU, YALI","7/1/2020 12:00:00 AM","6/30/2025 12:00:00 AM","Drug Discovery and Molecular Pharmacology Study Section[DMP]"," ","462812",
"No NIH Category available","Address;African American;Age;Algorithms;Anthracycline;Area;Biological Markers;Cardiac;Cardiomyopathies;Cardiotoxicity;Cardiovascular Diseases;Cardiovascular system;Caring;Chest;Chronic;Clinical;Collaborations;Consensus;Data;Development;Diabetes Mellitus;Disparity;Echocardiography;Enrollment;Ethnic Origin;Evaluation;Exposure to;Face;Future;General Population;Genetic;Genetic Predisposition to Disease;Genetic Risk;Grant;Guidelines;Health;Heart failure;Hypertension;Influentials;Informatics;Institution;Left Ventricular Dysfunction;Life;Life Style;Malignant Neoplasms;Minority Recruitment;Modeling;Morbidity - disease rate;Not Hispanic or Latino;Observational Study;Participant;Performance;Persons;Phenotype;Policies;Population;Predictive Factor;Prevalence;Publishing;Race;Radiation;Research Design;Risk;Risk Estimate;Risk Factors;Saint Jude Children&apos;s Research Hospital;Sampling;Scientist;Statistical Models;Structure;Survivors;Testing;Training;Treatment-Related Cancer;Validation;Variant;Work;cancer therapy;cardiovascular risk factor;chemotherapy;childhood cancer survivor;clinical care;clinical risk;cohort;comparative;cost;ethnic disparity;ethnic minority;exome sequencing;experience;follow-up;genetic analysis;genetic predictors;improved;inherited cardiomyopathy;innovation;machine learning prediction;model building;mortality;mortality risk;next generation sequencing;novel;personalized risk prediction;polygenic risk score;precision medicine;predictive modeling;prevent;racial disparity;racial minority;risk prediction;risk prediction model;risk stratification;risk variant;social health determinants;statistical and machine learning;survivorship;tool;usability;whole genome","Developing and validating race-specific cardiomyopathy risk prediction models in African American survivors of childhood cancer","PROJECT NARRATIVESurvivors of childhood cancer treated with anthracycline chemotherapy or chest-directed radiation are atsubstantially increased risk for developing cardiomyopathy that progresses to heart failure (HF) but this risk isdisproportionately higher (2.5-fold) in African American (AA) survivors than Non-Hispanic Whites (NHWs). Thereis an urgent need to address this disparity by formulating novel solutions that support effective cardiovascularfollow-up care for AA survivors. Leveraging the worlds largest sample of AA survivors of childhood cancer withexceptional clinical and genetic (next-generation sequencing) data we propose to address this need by: (1)developing and independently validating race-specific clinical risk prediction models for cardiomyopathy; (2)identifying and assessing novel genetic cardiomyopathy predictors; and (3) contextualizing the performance ofnewly developed race-specific risk algorithms through extensive generalizability and comparative analysescritically informing future efforts to integrate race-specific cardiomyopathy prediction models into survivorshipcare clinical workflows.","14338686","SAPKOTA, YADAV ","IM, CINDY ","09","Unavailable","067717892","JL4JHE9SDRR3","067717892","JL4JHE9SDRR3","US","35.155607","-90.045279","7893501","ST. JUDE CHILDREN'S RESEARCH HOSPITAL","MEMPHIS","TN","Independent Hospitals","381053678","UNITED STATES","N","5/15/2024 12:00:00 AM","4/30/2025 12:00:00 AM","837","Non-SBIR/STTR","2024","819860"," ","NHLBI","574199","245661"," ","NHLBI","10871594","5/7/2024 12:00:00 AM","PA-20-185","1R01HL173881-01","1","R01","HL","173881","01"," ","COADY, SEAN","5/15/2024 12:00:00 AM","4/30/2028 12:00:00 AM","Cancer and Hematologic Disorders Study Section[CHD]"," ","819860",
